HS Code,HS Code Description,HS Description
8512.1000,"- Lighting or visual signalling equipment of a kind
used on bicycles","- Lighting or visual signalling equipment of a kind
used on bicycles"
8512.2010,"- - - Following parts of motorvehicles; (1) Head
light for vehicles of sub-headings 8703.2115,
8703.2323, 8703.3223, 8703.3225, 8704.3150
and vehicles of heading 87.11","- - - Following parts of motorvehicles; (1) Head
light for vehicles of sub-headings 8703.2115,
8703.2323, 8703.3223, 8703.3225, 8704.3150
and vehicles of heading 87.11"
8512.2020,"- - - Following components of motor vehicles;
(1) Head light for vehicles of sub - headings
8701.9220 and 8701.9320","- - - Following components of motor vehicles;
(1) Head light for vehicles of sub - headings
8701.9220 and 8701.9320"
8512.2090,- - - Other,- - - Other
8512.3010,"- - - For vehicles of sub-headings 8703.2113,
8703.2115, 8703.2193, 8703.2195, 8703.2240,
8703.3225, 8704.2190, 8704.3130, 8704.3150,
8704.3190 and heading 87.11","- - - For vehicles of sub-headings 8703.2113,
8703.2115, 8703.2193, 8703.2195, 8703.2240,
8703.3225, 8704.2190, 8704.3130, 8704.3150,
8704.3190 and heading 87.11"
8512.3020,"- - - For vehicles of heading 87.02 and sub-
headings 8701.9220 and 8701.9320","- - - For vehicles of heading 87.02 and sub-
headings 8701.9220 and 8701.9320"
8512.3030,"- - - Anti-theft alarm system for vehicles of
chapter 87","- - - Anti-theft alarm system for vehicles of
chapter 87"
8512.3090,- - - Other,- - - Other
8512.4010,"- - - (1) Wiper arm and blade assembly for motor
cars of heading 87.03 and vehicles of sub-
heading 8703.2323, 8703.3223, 8703.3225 and
8704.2190
(2) Link assembly for wiper arm and blade for
motor cars of heading 87.03 (not exceeding
1200cc) and vehicles of sub-headings
8703.2113, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.3130 and 8704.3190","- - - (1) Wiper arm and blade assembly for motor
cars of heading 87.03 and vehicles of sub-
heading 8703.2323, 8703.3223, 8703.3225 and
8704.2190
(2) Link assembly for wiper arm and blade for
motor cars of heading 87.03 (not exceeding
1200cc) and vehicles of sub-headings
8703.2113, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.3130 and 8704.3190"
8512.4020,"- - - Wiper arm and blade assembly for vehicles
of sub-heading 8704.2219","- - - Wiper arm and blade assembly for vehicles
of sub-heading 8704.2219"
8512.4090,- - - Other,- - - Other
8512.9010,"- - - Parts of the products of sub-headings
8512.4010","- - - Parts of the products of sub-headings
8512.4010"
8512.9020,"- - - Knobs for light switches for agricultural
tractors of sub - headings 8701.9220 and
8701.9320","- - - Knobs for light switches for agricultural
tractors of sub - headings 8701.9220 and
8701.9320"
8512.9030,"- - - Knobs for light switches for motor cars and
vehicles","- - - Knobs for light switches for motor cars and
vehicles"
8512.9090,- - - Other,- - - Other
85.13,"Portable electric lamps designed to function
by their own source of energy (for example,
dry batteries, accumulators, magnetos), other
than lighting equipment of heading 85.12.","Portable electric lamps designed to function
by their own source of energy (for example,
dry batteries, accumulators, magnetos), other
than lighting equipment of heading 85.12."
8513.1010,- - - Miners' safety lamps,- - - Miners' safety lamps
8513.1020,"- - - Other safety lamps; Morse signalling lamps;
examination lamps","- - - Other safety lamps; Morse signalling lamps;
examination lamps"
8513.1030,- - - Rechargeable emergency light,- - - Rechargeable emergency light
8513.1040,- - - Torches,- - - Torches
8513.1050,- - - Huricane lanterns,- - - Huricane lanterns
8513.1090,- - - Other,- - - Other
8513.9010,- - - Of Miners' safety lamps,- - - Of Miners' safety lamps
8513.9090,- - - Other,- - - Other
85.14,"Industrial or laboratory electric furnaces and
ovens (including those functioning by
induction or dielectric loss); other industrial
or laboratory equipment for the heat
treatment of materials by induction or
dielectric loss.","Industrial or laboratory electric furnaces and
ovens (including those functioning by
induction or dielectric loss); other industrial
or laboratory equipment for the heat
treatment of materials by induction or
dielectric loss."
8514.1000,- Resistance heated furnaces and ovens,- Resistance heated furnaces and ovens
8514.2000,"- Furnaces and ovens functioning by induction or
dielectric loss","- Furnaces and ovens functioning by induction or
dielectric loss"
8514.3000,- Other Furnaces and ovens,- Other Furnaces and ovens
8514.4000,"- Other equipment for the heat treatment of
materials by induction or dielectric loss","- Other equipment for the heat treatment of
materials by induction or dielectric loss"
8514.9000,- Parts,- Parts
85.15,"Electric (including electrically heated gas),
laser or other light or photon beam,
ultrasonic, electron beam, magnetic pulse or
plasma arc soldering, brazing or welding
machines and apparatus, whether or not
capable of cutting; electric machines and
apparatus for hot spraying of metals or
cermets.","Electric (including electrically heated gas),
laser or other light or photon beam,
ultrasonic, electron beam, magnetic pulse or
plasma arc soldering, brazing or welding
machines and apparatus, whether or not
capable of cutting; electric machines and
apparatus for hot spraying of metals or
cermets."
8515.1100,- - Soldering iron and guns,- - Soldering iron and guns
8515.1900,- - Other,- - Other
8515.2100,- - Fully or partly automatic,- - Fully or partly automatic
8515.2900,- - Other,- - Other
8515.3100,- - Fully or partly automatic,- - Fully or partly automatic
8515.3900,- - Other,- - Other
8515.8000,- Other machines and apparatus,- Other machines and apparatus
8515.9000,- Parts,- Parts
85.16,"Electric instantaneous or storage water
heaters and immersion heaters; electric
space heating apparatus and soil heating
apparatus; electro- thermic hair- dressing
apparatus (for example, hair dryers, hair
curlers, curling tong heaters) and hand
dryers; electric smoothing irons; other
electro- thermic appliances of a kind used for
domestic purposes; electric heating
resistors, other than those of heading 85.45.","Electric instantaneous or storage water
heaters and immersion heaters; electric
space heating apparatus and soil heating
apparatus; electro- thermic hair- dressing
apparatus (for example, hair dryers, hair
curlers, curling tong heaters) and hand
dryers; electric smoothing irons; other
electro- thermic appliances of a kind used for
domestic purposes; electric heating
resistors, other than those of heading 85.45."
8516.1000,"- Electric instantaneous or storage water heaters
and immersion heaters","- Electric instantaneous or storage water heaters
and immersion heaters"
8516.2100,- - Storage heating radiators,- - Storage heating radiators
8516.2900,- - Other,- - Other
8516.3100,- - Hair dryers,- - Hair dryers
8516.3200,- - Other hair-dressing apparatus,- - Other hair-dressing apparatus
8516.3300,- - Hand-drying apparatus,- - Hand-drying apparatus
8516.4000,- Electric smoothing irons,- Electric smoothing irons
8516.5000,- Microwave ovens,- Microwave ovens
8516.6010,- - - Electric oven,- - - Electric oven
8516.6020,- - - Electric ranges,- - - Electric ranges
8516.6030,- - - Electric roasters/grillers,- - - Electric roasters/grillers
8516.6090,- - - Other,- - - Other
8516.7100,- - Coffee or tea makers,- - Coffee or tea makers
8516.7200,- - Toasters,- - Toasters
8516.7910,- - - Insect killers,- - - Insect killers
8516.7990,- - - Other,- - - Other
8516.8010,"- - - Electric Heating Element for
Refrigerators/Power condensation heater for
motors","- - - Electric Heating Element for
Refrigerators/Power condensation heater for
motors"
8516.8090,- - - Other,- - - Other
8516.9000,- Parts,- Parts
85.17,"Telephone sets, including telephones for
cellular networks or for other wireless
networks; other apparatus for the
transmission or reception of voice, images or
other data, including apparatus for
communication in a wired or wireless
network (such as a local or wide area
network), other than transmission or
reception apparatus of heading 84.43, 85.25,
85.27 or 85.28.","Telephone sets, including telephones for
cellular networks or for other wireless
networks; other apparatus for the
transmission or reception of voice, images or
other data, including apparatus for
communication in a wired or wireless
network (such as a local or wide area
network), other than transmission or
reception apparatus of heading 84.43, 85.25,
85.27 or 85.28."
8517.1100,- - Line telephone sets with cordless handsets,- - Line telephone sets with cordless handsets
8517.1210,- - - Cellular mobile phone,- - - Cellular mobile phone
8517.1220,- - - Fixed wireless terminal and CDMA,- - - Fixed wireless terminal and CDMA
8517.1230,"- - - Satellite mobile phone, whether or not
functional on cellular networks","- - - Satellite mobile phone, whether or not
functional on cellular networks"
8517.1290,- - - Other,- - - Other
8517.1810,- - - Video phones,- - - Video phones
8517.1890,- - - Other,- - - Other
8517.6100,- - Base stations,- - Base stations
8517.6210,- - - Voice fequency telegraphy,- - - Voice fequency telegraphy
8517.6220,- - - Modems,- - - Modems
8517.6230,- - - High bit rate digital hierarchy system (SDH),- - - High bit rate digital hierarchy system (SDH)
8517.6240,- - - Digital loop carrier system (DLC),- - - Digital loop carrier system (DLC)
8517.6250,- - - Synchronous digital hierarchy system (SDH),- - - Synchronous digital hierarchy system (SDH)
8517.6260,"- - - Multiplexers, statistical multiplexers","- - - Multiplexers, statistical multiplexers"
8517.6270,- - - Routers,- - - Routers
8517.6290,- - - Other,- - - Other
8517.6910,- - - ISDN system,- - - ISDN system
8517.6920,- - - ISDN terminal adapters,- - - ISDN terminal adapters
8517.6940,- - - Subscriber end equiment,- - - Subscriber end equiment
8517.6950,- - - Set top boxes for gaining access to internet,- - - Set top boxes for gaining access to internet
8517.6960,- - - Attachements for telephones,- - - Attachements for telephones
8517.6970,"- - - Networking equipments like LAN bridges,
hubs, switches and repeaters","- - - Networking equipments like LAN bridges,
hubs, switches and repeaters"
8517.6980,- - - Multi-station access units,- - - Multi-station access units
8517.6990,- - - Other,- - - Other
8517.7000,- Parts,- Parts
85.18,"Microphones and stands therefor;
loudspeakers, whether or not mounted in
their enclosures; headphones and
earphones, whether or not combined with a
microphone, and sets consisting of a
microphone and one or more loudspeakers;
audio- frequency electric amplifiers; electric
sound amplifier sets.","Microphones and stands therefor;
loudspeakers, whether or not mounted in
their enclosures; headphones and
earphones, whether or not combined with a
microphone, and sets consisting of a
microphone and one or more loudspeakers;
audio- frequency electric amplifiers; electric
sound amplifier sets."
8518.1010,"- - - Microphones having a frequency range of
300 Hz to 3.4 KHz with a diameter not exceeding
10 mm and a height not exceeding 3 mm, for
telecommunication use","- - - Microphones having a frequency range of
300 Hz to 3.4 KHz with a diameter not exceeding
10 mm and a height not exceeding 3 mm, for
telecommunication use"
8518.1090,- - - Other,- - - Other
8518.2100,"- - Single loudspeakers, mounted in their
enclosure","- - Single loudspeakers, mounted in their
enclosure"
8518.2200,"- - Multiple loudspeakers, mounted in the same
enclosure","- - Multiple loudspeakers, mounted in the same
enclosure"
8518.2910,"- - - Loudspeakers, without housing, having a
frequency range of 300 Hz to 3.4 KHz with a
diameter of not exceeding 50mm, for
telecommunication use","- - - Loudspeakers, without housing, having a
frequency range of 300 Hz to 3.4 KHz with a
diameter of not exceeding 50mm, for
telecommunication use"
8518.2990,- - - Other,- - - Other
8518.3000,"- Headphones and earphones, whether or not
combined with a microphone, and sets consisting
of a microphone and one or more loudspeakers","- Headphones and earphones, whether or not
combined with a microphone, and sets consisting
of a microphone and one or more loudspeakers"
8518.4000,- Audio- frequency electric amplifiers,- Audio- frequency electric amplifiers
8518.5000,- Electric sound amplifier sets,- Electric sound amplifier sets
8518.9000,- Parts,- Parts
85.19,Sound recording or reproducing apparatus.,Sound recording or reproducing apparatus.
8519.2000,"- Apparatus operated by coins, banknotes, bank
Cards, tokens or by other means of payment","- Apparatus operated by coins, banknotes, bank
Cards, tokens or by other means of payment"
8519.3000,- Turntables (record- decks),- Turntables (record- decks)
8519.5000,- Telephone answering machines,- Telephone answering machines
8519.8110,"- - - Dubbing system of a kind used in film studios
and production houses","- - - Dubbing system of a kind used in film studios
and production houses"
8519.8190,- - - Other,- - - Other
8519.8910,- - - Compact disc players,- - - Compact disc players
8519.8920,"- - - Dubbing system of a kind used in film studios
and production houses","- - - Dubbing system of a kind used in film studios
and production houses"
8519.8930,- - - MP-3 player,- - - MP-3 player
8519.8990,- - - Other,- - - Other
[85.20],,
85.21,"Video recording or reproducing apparatus,
whether or not incorporating a video tuner.","Video recording or reproducing apparatus,
whether or not incorporating a video tuner."
8521.1010,- - - V.C.R.,- - - V.C.R.
8521.1020,- - - V.C.P.,- - - V.C.P.
8521.1090,- - - Other,- - - Other
8521.9010,- - - Laser video Disc Player,- - - Laser video Disc Player
8521.9090,- - - Other,- - - Other
85.22,"Parts and accessories suitable for use solely
or principally with the apparatus of headings
85.19 or 85.21.","Parts and accessories suitable for use solely
or principally with the apparatus of headings
85.19 or 85.21."
8522.1000,- Pick- up cartridges,- Pick- up cartridges
8522.9000,- Other,- Other
85.23,"Discs, tapes, solid- state non- volatile storage
devices, ""smart cards"" and other media for
the recording of sound or of other
phenomena, whether or not recorded,
including matrices and masters for the
production of discs, but excluding products
of Chapter 37.","Discs, tapes, solid- state non- volatile storage
devices, ""smart cards"" and other media for
the recording of sound or of other
phenomena, whether or not recorded,
including matrices and masters for the
production of discs, but excluding products
of Chapter 37."
8523.2100,- - Cards incorporating a magnetic stripe,- - Cards incorporating a magnetic stripe
8523.2910,- - - Magnetic discs,- - - Magnetic discs
8523.2920,"- - - Video magnetic tapes including those in
hubs and reels, rools, pancakes and jumbo rolls","- - - Video magnetic tapes including those in
hubs and reels, rools, pancakes and jumbo rolls"
8523.2930,- - - Audio cassettes,- - - Audio cassettes
8523.2940,- - - Video cassettes,- - - Video cassettes
8523.2990,- - - Other,- - - Other
8523.4110,- - - Compact disc (CD),- - - Compact disc (CD)
8523.4120,- - - Digital versatile discs (DVD),- - - Digital versatile discs (DVD)
8523.4190,- - - Other,- - - Other
8523.4910,- - - containing software,- - - containing software
8523.4920,"- - - Discs for laser reading system containing
audio material","- - - Discs for laser reading system containing
audio material"
8523.4930,"- - - Discs for laser reading system containing
images or video material","- - - Discs for laser reading system containing
images or video material"
8523.4990,- - - Other,- - - Other
8523.5110,"- - - Multimedia memory cards (MMC), SD cards","- - - Multimedia memory cards (MMC), SD cards"
8523.5120,"- - - Other multimedia storage devices capable
of connecting to an automatic data processing
machine","- - - Other multimedia storage devices capable
of connecting to an automatic data processing
machine"
8523.5130,- - - Containing software,- - - Containing software
8523.5190,- - - Other,- - - Other
8523.5210,- - - SIM cards,- - - SIM cards
8523.5220,- - - Memoray cards,- - - Memoray cards
8523.5290,- - - Other,- - - Other
8523.5910,- - - Proximity cards and tags,- - - Proximity cards and tags
8523.5990,- - - Other,- - - Other
8523.8010,"- - - Other, for reproducing representations of
instructions, data sound and image, recorded in
a machine readable binary form, and capable of
being manipulated or providing interactivity to a
user, by means of an automatic data processing
machine","- - - Other, for reproducing representations of
instructions, data sound and image, recorded in
a machine readable binary form, and capable of
being manipulated or providing interactivity to a
user, by means of an automatic data processing
machine"
8523.8020,- - - Gramophone records,- - - Gramophone records
8523.8030,- - - Information technology software,- - - Information technology software
8523.8040,- - - Video tapes of education nature,- - - Video tapes of education nature
8523.8050,- - - Digital Quran,- - - Digital Quran
8523.8090,- - - Other,- - - Other
[85.24],,
85.25,"Transmission apparatus for radio-
broadcasting or television, whether or not
incorporating reception apparatus or sound
recording or reproducing apparatus;
television cameras, digital cameras and video
camera recorders.","Transmission apparatus for radio-
broadcasting or television, whether or not
incorporating reception apparatus or sound
recording or reproducing apparatus;
television cameras, digital cameras and video
camera recorders."
8525.5010,- - - Radio broadcast transmitter,- - - Radio broadcast transmitter
8525.5020,- - - TV broadcast transmitter,- - - TV broadcast transmitter
8525.5030,- - - Communication jamming equipment,- - - Communication jamming equipment
8525.5040,- - - Wireless microphone,- - - Wireless microphone
8525.5090,- - - Other,- - - Other
8525.6010,"- - - Blue tooth whether or not capable Of
connecting to an automatic data processing
machine","- - - Blue tooth whether or not capable Of
connecting to an automatic data processing
machine"
8525.6020,- - - Radio paging apparatus,- - - Radio paging apparatus
8525.6030,- - - Walkie talkie set,- - - Walkie talkie set
8525.6040,- - - VSAT terminals,- - - VSAT terminals
8525.6050,- - - Other satellite communication equipment,- - - Other satellite communication equipment
8525.6060,- - - Vehicle tracking system,- - - Vehicle tracking system
8525.6070,- - - Modems,- - - Modems
8525.6090,- - - Other,- - - Other
8525.8010,- - - Close circuit TV cameras,- - - Close circuit TV cameras
8525.8020,- - - Multimedia still/video camera,- - - Multimedia still/video camera
8525.8030,- - - Television cameras,- - - Television cameras
8525.8040,- - - Digital cameras,- - - Digital cameras
8525.8050,- - - Video cameras recorders,- - - Video cameras recorders
8525.8090,- - - Other,- - - Other
85.26,"Radar apparatus, radio navigational aid
apparatus and radio remote control
apparatus.","Radar apparatus, radio navigational aid
apparatus and radio remote control
apparatus."
8526.1000,- Radar apparatus,- Radar apparatus
8526.9100,- - Radio navigational aid apparatus,- - Radio navigational aid apparatus
8526.9200,- - Radio remote control apparatus,- - Radio remote control apparatus
85.27,"Reception apparatus for radio- broadcasting,
whether or not combined, in the same
housing, with sound recording or
reproducing apparatus or a clock.","Reception apparatus for radio- broadcasting,
whether or not combined, in the same
housing, with sound recording or
reproducing apparatus or a clock."
8527.1200,- - Pocket-size radio cassette-players,- - Pocket-size radio cassette-players
8527.1300,"- - Other Apparatus combined with sound
recording or reproducing Apparatus","- - Other Apparatus combined with sound
recording or reproducing Apparatus"
8527.1900,- - Other,- - Other
8527.2110,- - - For vehicles of chapter 87,- - - For vehicles of chapter 87
8527.2190,- - - Other,- - - Other
8527.2910,- - - For vehicles of chapter 87,- - - For vehicles of chapter 87
8527.2990,- - - Other,- - - Other
8527.9100,"- - Combined with sound recording or
reproducing apparatus","- - Combined with sound recording or
reproducing apparatus"
8527.9200,"- - not combined with sound recording or
reproducing apparatus but combined with a clock","- - not combined with sound recording or
reproducing apparatus but combined with a clock"
8527.9910,- - - Modems,- - - Modems
8527.9990,- - - Other,- - - Other
85.28,"Monitors and projectors, not incorporating
television reception apparatus; reception
apparatus for television, whether or not
incorporating radio- broadcast receivers or
sound or video recording or reproducing
apparatus.","Monitors and projectors, not incorporating
television reception apparatus; reception
apparatus for television, whether or not
incorporating radio- broadcast receivers or
sound or video recording or reproducing
apparatus."
8528.4200,"- - Capable of directly connecting to and
designed for use with an automatic data
processing machine of heading 84.71","- - Capable of directly connecting to and
designed for use with an automatic data
processing machine of heading 84.71"
8528.4900,- - Other,- - Other
8528.5200,"- - Capable of directly connecting to and
designed for use with an automatic data
processing machine of heading 84.71","- - Capable of directly connecting to and
designed for use with an automatic data
processing machine of heading 84.71"
8528.5900,- - Other,- - Other
8528.6210,- - - Multimedia projector,- - - Multimedia projector
8528.6290,- - - Other,- - - Other
8528.6900,- - Other,- - Other
8528.7110,"- - - Reception apparatus for receiving satellite
signals of a kind used with TV (satellite dish
receivers)","- - - Reception apparatus for receiving satellite
signals of a kind used with TV (satellite dish
receivers)"
8528.7190,- - - Other,- - - Other
8528.7211,- - - - LCD and LED,- - - - LCD and LED
8528.7212,- - - - Other,- - - - Other
8528.7290,- - - Other,- - - Other
8528.7300,"- - Other, monochrome","- - Other, monochrome"
85.29,"Parts suitable for use solely or principally
with the apparatus of headings 85.25 to
85.28.","Parts suitable for use solely or principally
with the apparatus of headings 85.25 to
85.28."
8529.1010,"- - - Parts and accessories for cable TV/Satellite
receiver i.e, (spliter, channel combiners, signal
amplifiers etc)","- - - Parts and accessories for cable TV/Satellite
receiver i.e, (spliter, channel combiners, signal
amplifiers etc)"
8529.1020,"- - - LNB, actuators","- - - LNB, actuators"
8529.1090,- - - Other,- - - Other
8529.9020,- - - T.V tuners,- - - T.V tuners
8529.9030,- - - T.V. converter box,- - - T.V. converter box
8529.9090,- - - Other,- - - Other
85.30,"Electrical signalling, safety or traffic control
equipment for railways, tramways, roads,
inland waterways, parking facilities, port
installations or airfields (other than those of
heading 86.08).","Electrical signalling, safety or traffic control
equipment for railways, tramways, roads,
inland waterways, parking facilities, port
installations or airfields (other than those of
heading 86.08)."
8530.1000,- Equipment for railways or tramways,- Equipment for railways or tramways
8530.8000,- Other equipment,- Other equipment
8530.9000,- Parts,- Parts
85.31,"Electric sound or visual signalling apparatus
(for example, bells, sirens, indicator panels,
burglar or fire alarms), other than those of
heading 85.12 or 85.30.","Electric sound or visual signalling apparatus
(for example, bells, sirens, indicator panels,
burglar or fire alarms), other than those of
heading 85.12 or 85.30."
8531.1000,- Burglar or fire alarms and similar apparatus,- Burglar or fire alarms and similar apparatus
8531.2000,"- Indicator panels incorporating liquid crystal
devices (LCD) or light-emitting diodes (LED)","- Indicator panels incorporating liquid crystal
devices (LCD) or light-emitting diodes (LED)"
8531.8000,- Other apparatus,- Other apparatus
8531.9010,- - - Panic button,- - - Panic button
8531.9020,"- - - Parts of apparatus of sub-heading
8531.2000","- - - Parts of apparatus of sub-heading
8531.2000"
8531.9090,- - - Other,- - - Other
85.32,"Electrical capacitors, fixed, variable or
adjustable (pre- set).","Electrical capacitors, fixed, variable or
adjustable (pre- set)."
8532.1000,"- Fixed capacitors designed for use in 50/60 Hz
circuits and having a reactive power handling
capacity of not less than 0.5 kvar (power
capacitors)","- Fixed capacitors designed for use in 50/60 Hz
circuits and having a reactive power handling
capacity of not less than 0.5 kvar (power
capacitors)"
8532.2100,- - Tantalum,- - Tantalum
8532.2200,- - Aluminium electroylic,- - Aluminium electroylic
8532.2300,"- - Ceramic dielectric, single layer","- - Ceramic dielectric, single layer"
8532.2400,"- - Ceramic dielectric, multilayer","- - Ceramic dielectric, multilayer"
8532.2500,- - Dielectric of paper or plastics,- - Dielectric of paper or plastics
8532.2900,- - Other,- - Other
8532.3090,- - - Other,- - - Other
8532.9010,"- - - Capaciters decks of metal or plastic with
terminals or connectors","- - - Capaciters decks of metal or plastic with
terminals or connectors"
8532.9020,- - - Capaciters terminals,- - - Capaciters terminals
8532.9090,- - - Other,- - - Other
85.33,"Electrical resistors (including rheostats and
potentiometers), other than heating resistors.","Electrical resistors (including rheostats and
potentiometers), other than heating resistors."
8533.1000,"- Fixed carbon resistors, composition or film
types","- Fixed carbon resistors, composition or film
types"
8533.2100,"- - For a power handling capacity not exceeding
20 W","- - For a power handling capacity not exceeding
20 W"
8533.2900,- - Other,- - Other
8533.3100,"- - For a power handling capacity not exceeding
20 W","- - For a power handling capacity not exceeding
20 W"
8533.3900,- - Other,- - Other
8533.4000,"- Other variable resistors, including rheostats and
potentiometers","- Other variable resistors, including rheostats and
potentiometers"
8533.9000,- Parts,- Parts
8534.0000,Printed circuits.,Printed circuits.
85.35,"Electrical apparatus for switching or
protecting electrical circuits, or for making
connections to or in electrical circuits (for
example, switches, fuses, lightning arresters,
voltage limiters, surge suppressors, plugs
and other connectors, junction boxes), for a
voltage exceeding 1,000 volts.","Electrical apparatus for switching or
protecting electrical circuits, or for making
connections to or in electrical circuits (for
example, switches, fuses, lightning arresters,
voltage limiters, surge suppressors, plugs
and other connectors, junction boxes), for a
voltage exceeding 1,000 volts."
8535.1000,- Fuses,- Fuses
8535.2110,- - - Upto 17.5 kV,- - - Upto 17.5 kV
8535.2190,- - - Other,- - - Other
8535.2900,- - Other,- - Other
8535.3010,- - - For a voltage upto 145 kV,- - - For a voltage upto 145 kV
8535.3090,- - - Other,- - - Other
8535.4010,- - - For a voltage upto 245 kV,- - - For a voltage upto 245 kV
8535.4090,- - - Other,- - - Other
8535.9000,- Other,- Other
85.36,"Electrical apparatus for switching or
protecting electrical circuits, or for making
connections to or in electrical circuits (for
example, switches, relays, fuses, surge
suppressors, plugs, sockets, lamp- holders
and other connectors, junction boxes), for a
voltage not exceeding 1,000 volts;
connectors for optical fibres, optical fibre
bundles or cables.","Electrical apparatus for switching or
protecting electrical circuits, or for making
connections to or in electrical circuits (for
example, switches, relays, fuses, surge
suppressors, plugs, sockets, lamp- holders
and other connectors, junction boxes), for a
voltage not exceeding 1,000 volts;
connectors for optical fibres, optical fibre
bundles or cables."
8536.1000,- Fuses,- Fuses
8536.2010,- - - Circuit breakers above 10 amp,- - - Circuit breakers above 10 amp
8536.2020,"- - - Air Circuit breakers, multi phase","- - - Air Circuit breakers, multi phase"
8536.2090,- - - Other,- - - Other
8536.3000,- Other apparatus for protecting electrical circuits,- Other apparatus for protecting electrical circuits
8536.4100,- - For a voltage not exceeding 60 V,- - For a voltage not exceeding 60 V
8536.4900,- - Other,- - Other
8536.5010,- - - Pressure switches,- - - Pressure switches
8536.5021,"- - - - (1) Ignition switches without combination
steering lock for motor cars of heading 8703 (not
exceeding 800 cc) (2) Ignition switches (with or
without combination lock) and handle switch
assembly for vehicles of heading 87.11 (3)
Switch assembly combination and ignition switch
assembly for vehicles of heading 8703.2113,
8703.2195, 8703.2240, 8704.3130, 8704.3190
(4) Door switches for interior lamp for motor cars
of heading 8703, (not exceeding 1200cc) and
vehicles of sub - heading 8704.2190","- - - - (1) Ignition switches without combination
steering lock for motor cars of heading 8703 (not
exceeding 800 cc) (2) Ignition switches (with or
without combination lock) and handle switch
assembly for vehicles of heading 87.11 (3)
Switch assembly combination and ignition switch
assembly for vehicles of heading 8703.2113,
8703.2195, 8703.2240, 8704.3130, 8704.3190
(4) Door switches for interior lamp for motor cars
of heading 8703, (not exceeding 1200cc) and
vehicles of sub - heading 8704.2190"
8536.5022,"- - - - Neutral safety switch, push button, ignition
switch, light switch, stop light switch, and horn
switch for vehicles of sub - headings 8701.9220
and 8701.9320","- - - - Neutral safety switch, push button, ignition
switch, light switch, stop light switch, and horn
switch for vehicles of sub - headings 8701.9220
and 8701.9320"
8536.5029,- - - -Other,- - - -Other
8536.5091,- - - -Other for motor cars and vehicles,- - - -Other for motor cars and vehicles
8536.5099,- - - -Other,- - - -Other
8536.6100,- - Lamp-holders,- - Lamp-holders
8536.6910,- - - Plugs and Sockets with pins 16 and above,- - - Plugs and Sockets with pins 16 and above
8536.6990,- - - Other,- - - Other
8536.7000,"- Connectors for optical fibres, optical fibre
bundles or cables","- Connectors for optical fibres, optical fibre
bundles or cables"
8536.9010,- - - Wafer probers,- - - Wafer probers
8536.9030,"- - - Mangetic contactors/thermal protectors for
motors","- - - Mangetic contactors/thermal protectors for
motors"
8536.9090,- - - Other,- - - Other
85.37,"Boards, panels, consoles, desks, cabinets
and other bases, equipped with two or more
apparatus of heading 85.35 or 85.36, for
electric control or the distribution of
electricity, including those incorporating
instruments or apparatus of Chapter 90, and
numerical control apparatus, other than
switching apparatus of heading 85.17.","Boards, panels, consoles, desks, cabinets
and other bases, equipped with two or more
apparatus of heading 85.35 or 85.36, for
electric control or the distribution of
electricity, including those incorporating
instruments or apparatus of Chapter 90, and
numerical control apparatus, other than
switching apparatus of heading 85.17."
8537.1010,"- - - Fuse boxes with fuses for vehicles of
heading 87.11","- - - Fuse boxes with fuses for vehicles of
heading 87.11"
8537.1020,"- - - Fuse boxes for other motor cars and
vehicles","- - - Fuse boxes for other motor cars and
vehicles"
8537.1090,- - - Other,- - - Other
8537.2000,"- For a voltage exceeding 1,000 V","- For a voltage exceeding 1,000 V"
85.38,"Parts suitable for use solely or principally
with the apparatus of heading 85.35, 85.36 or
85.37.","Parts suitable for use solely or principally
with the apparatus of heading 85.35, 85.36 or
85.37."
8538.1000,"- Boards, panels, consoles, desks, cabinets and
other bases for the goods of heading 85.37, not
equipped with their apparatus","- Boards, panels, consoles, desks, cabinets and
other bases for the goods of heading 85.37, not
equipped with their apparatus"
8538.9010,"- - - Vacuum Interrupters for vacuum circuit
breakers","- - - Vacuum Interrupters for vacuum circuit
breakers"
8538.9090,- - - Other,- - - Other
85.39,"Electric filament or discharge lamps,
including sealed beam lamp units and ultra-
violet or infra- red lamps; arc- lamps; light-
emitting diode (LED) lamps.","Electric filament or discharge lamps,
including sealed beam lamp units and ultra-
violet or infra- red lamps; arc- lamps; light-
emitting diode (LED) lamps."
8539.1000,- Sealed beam lamp units,- Sealed beam lamp units
8539.2110,- - - Bulbs for automotive vehicles,- - - Bulbs for automotive vehicles
8539.2190,- - - Other,- - - Other
8539.2200,"- - Other, of a power not exceeding 200 W and
for a voltage exceeding 100V","- - Other, of a power not exceeding 200 W and
for a voltage exceeding 100V"
8539.2910,- - - For automotive vehicles,- - - For automotive vehicles
8539.2920,- - - For flash light,- - - For flash light
8539.2990,- - - Other,- - - Other
8539.3110,- - - Energy saving lamp,- - - Energy saving lamp
8539.3120,- - - Energy saving tube,- - - Energy saving tube
8539.3190,- - - Other,- - - Other
8539.3210,- - - Energy saving lamp,- - - Energy saving lamp
8539.3220,- - - Energy saving tube,- - - Energy saving tube
8539.3290,- - - Other,- - - Other
8539.3900,- - Other,- - Other
8539.4100,- - Arc-lamps,- - Arc-lamps
